Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-12-29,product10756,4,88613,354452,199442,15883,12306,9362,236993,117459,30145,10000000,50000
2020-09-23,product10757,7,89292,625044,420280,19365,29963,19441,489049,135995,55482,10000000,50000
2020-07-03,product10758,10,9340,93400,62524,2794,3673,4216,73207,20193,7575,10000000,50000
2020-12-20,product10759,4,40665,162660,94287,6539,12840,8085,121751,40909,21934,10000000,50000
2020-09-12,product10760,7,85884,601188,413120,18018,45757,13860,490755,110433,55515,10000000,50000
2020-09-28,product10761,9,43971,395739,257404,19100,16689,17595,310788,84951,41109,10000000,50000
2020-02-27,product10762,3,87235,261705,151353,11697,9965,7591,180606,81099,36012,10000000,50000
2020-04-19,product10763,10,22439,224390,136706,9213,10916,5574,162409,61981,20046,10000000,50000
2020-03-05,product10764,3,83958,251874,162047,8452,9478,5510,185487,66387,21380,10000000,50000
2020-10-19,product10765,6,84235,505410,259613,17652,19850,16142,313257,192153,34000,10000000,50000
2020-08-03,product10766,8,89811,718488,380912,34348,29644,16101,461005,257483,60180,10000000,50000
2020-02-23,product10767,7,90776,635432,408094,25075,23303,12919,469391,166041,59083,10000000,50000
2020-11-13,product10768,8,82487,659896,412448,25208,27122,31346,496124,163772,85277,10000000,50000
2020-02-06,product10769,6,39738,238428,160688,10594,16644,9509,197435,40993,35436,10000000,50000
2020-02-21,product10770,2,53037,106074,73678,3326,7194,2790,86988,19086,15204,10000000,50000
2020-03-28,product10771,4,78185,312740,160094,14030,16258,12010,202392,110348,32049,10000000,50000
2020-03-14,product10772,4,79959,319836,187373,15955,10989,15785,230102,89734,27371,10000000,50000
2020-02-19,product10773,8,19843,158744,89395,4728,11513,7518,113154,45590,16189,10000000,50000
2020-06-27,product10774,7,8620,60340,36949,1318,2395,2280,42942,17398,7562,10000000,50000
2020-08-25,product10775,6,98293,589758,335172,15852,25480,24322,400826,188932,51889,10000000,50000
2020-03-18,product10776,10,11521,115210,65219,3997,5577,3095,77888,37322,11060,10000000,50000
2020-03-14,product10777,2,42988,85976,46545,3569,4502,1928,56544,29432,6430,10000000,50000
2020-10-15,product10778,4,15933,63732,38833,1348,3913,1989,46083,17649,8552,10000000,50000
2020-08-05,product10779,10,7812,78120,42271,3104,3118,3832,52325,25795,5658,10000000,50000
2020-04-25,product10780,9,28967,260703,173727,4318,10358,7494,195897,64806,27411,10000000,50000
2020-02-12,product10781,1,52087,52087,32295,2312,2362,2341,39310,12777,4356,10000000,50000
2020-01-12,product10782,3,96727,290181,180739,8385,12050,13933,215107,75074,23649,10000000,50000
2020-05-20,product10783,9,81389,732501,496474,23610,22372,23202,565658,166843,86120,10000000,50000
2020-04-11,product10784,3,66346,199038,137843,3809,11847,6372,159871,39167,31161,10000000,50000
2020-12-27,product10785,4,56350,225400,152678,8498,17845,6401,185422,39978,29022,10000000,50000
2020-04-28,product10786,10,19180,191800,120305,7851,11777,8166,148099,43701,18926,10000000,50000
2020-03-03,product10787,10,64559,645590,383539,12872,36675,23407,456493,189097,46375,10000000,50000
2020-01-20,product10788,9,16112,145008,95987,7235,4972,7037,115231,29777,14796,10000000,50000
2020-04-28,product10789,6,51758,310548,173562,11063,11650,15515,211790,98758,41183,10000000,50000
2020-01-14,product10790,4,93127,372508,189313,16011,26491,14829,246644,125864,38527,10000000,50000
2020-09-17,product10791,3,57115,171345,115965,4093,9641,4520,134219,37126,13610,10000000,50000
2020-12-05,product10792,1,98799,98799,50758,3583,5259,3877,63477,35322,9697,10000000,50000
2020-12-23,product10793,2,68247,136494,69839,5831,5766,4043,85479,51015,9895,10000000,50000
2020-01-15,product10794,5,80040,400200,257424,14196,26424,11844,309888,90312,58998,10000000,50000
2020-04-28,product10795,10,91488,914880,508936,23767,32845,43790,609338,305542,64986,10000000,50000
2020-02-13,product10796,6,8961,53766,30337,2178,2755,2651,37921,15845,4463,10000000,50000
2020-03-15,product10797,5,24043,120215,72955,2377,5051,2729,83112,37103,8400,10000000,50000
2020-05-01,product10798,2,16657,33314,22786,1551,1295,1067,26699,6615,3199,10000000,50000
2020-02-25,product10799,7,93295,653065,353696,29658,51897,30251,465502,187563,74250,10000000,50000
2020-06-25,product10800,7,32153,225071,142340,10430,11851,8721,173342,51729,24039,10000000,50000
2020-07-06,product10801,9,71915,647235,370879,12435,43657,25638,452609,194626,84178,10000000,50000
2020-05-31,product10802,1,69564,69564,47040,1093,2987,2351,53471,16093,5885,10000000,50000
2020-09-21,product10803,2,21373,42746,26787,816,1586,1018,30207,12539,4063,10000000,50000
2020-05-02,product10804,7,35171,246197,162466,6341,17283,11239,197329,48868,32145,10000000,50000
2020-04-01,product10805,5,5748,28740,19394,944,2238,875,23451,5289,4188,10000000,50000
2020-05-21,product10806,8,28851,230808,135801,5632,16328,5807,163568,67240,26793,10000000,50000
2020-05-03,product10807,4,24526,98104,52540,1775,4346,4075,62736,35368,9861,10000000,50000
2020-10-21,product10808,5,35768,178840,122810,7616,12691,4728,147845,30995,26653,10000000,50000
2020-08-13,product10809,8,65351,522808,301940,23384,32930,10854,369108,153700,50133,10000000,50000
2020-01-19,product10810,10,59202,592020,360029,16958,19653,17631,414271,177749,69267,10000000,50000
2020-07-06,product10811,3,32111,96333,51616,2400,7147,3622,64785,31548,11961,10000000,50000
2020-04-26,product10812,5,78879,394395,260574,16384,13860,8135,298953,95442,58482,10000000,50000
2020-11-01,product10813,10,8030,80300,47289,1414,2848,3318,54869,25431,10784,10000000,50000
2020-12-16,product10814,4,76379,305516,190240,12074,9671,8220,220205,85311,23165,10000000,50000
2020-03-20,product10815,7,25314,177198,102484,7557,6752,5417,122210,54988,19062,10000000,50000
2020-11-12,product10816,6,66861,401166,266585,15012,22455,15510,319562,81604,39779,10000000,50000
2020-06-19,product10817,8,28699,229592,149214,4865,14355,8820,177254,52338,33614,10000000,50000
2020-08-01,product10818,6,14218,85308,43542,3364,6198,2473,55577,29731,9572,10000000,50000
2020-11-08,product10819,4,26090,104360,68918,3197,5461,3321,80897,23463,12045,10000000,50000
2020-09-29,product10820,6,89000,534000,306398,20881,17250,19353,363882,170118,65493,10000000,50000
2020-02-15,product10821,2,96039,192078,122076,3841,6732,4785,137434,54644,24703,10000000,50000
2020-10-29,product10822,3,67513,202539,124802,7241,11574,6889,150506,52033,23650,10000000,50000
2020-11-09,product10823,2,21271,42542,23584,1849,2867,1946,30246,12296,3468,10000000,50000
2020-07-17,product10824,9,46713,420417,262551,9751,25971,13053,311326,109091,40360,10000000,50000
2020-08-07,product10825,2,24552,49104,26491,2361,2569,1069,32490,16614,6049,10000000,50000
2020-12-13,product10826,9,46335,417015,263567,11465,25119,10355,310506,106509,52364,10000000,50000
2020-05-10,product10827,5,80032,400160,258312,9238,15939,12267,295756,104404,53874,10000000,50000
2020-04-27,product10828,2,95740,191480,130477,4748,5810,4462,145497,45983,25324,10000000,50000
2020-05-04,product10829,3,38760,116280,79956,4566,7989,5548,98059,18221,10907,10000000,50000
2020-06-18,product10830,6,97292,583752,319241,24541,31878,20199,395859,187893,71019,10000000,50000
2020-01-05,product10831,3,86917,260751,176582,11173,16542,8719,213016,47735,40194,10000000,50000
2020-09-22,product10832,3,80551,241653,147584,8995,15937,5852,178368,63285,27707,10000000,50000
2020-08-16,product10833,6,55120,330720,193896,14910,23449,12196,244451,86269,29024,10000000,50000
2020-09-07,product10834,2,20870,41740,26194,1989,2433,2031,32647,9093,3512,10000000,50000
2020-10-12,product10835,7,79990,559930,293029,23055,22667,22205,360956,198974,59869,10000000,50000
2020-12-01,product10836,7,7651,53557,28528,819,1689,2300,33336,20221,5676,10000000,50000
2020-10-24,product10837,5,79572,397860,257561,16188,25883,17240,316872,80988,40733,10000000,50000
2020-08-13,product10838,9,64740,582660,353302,13584,37086,19944,423916,158744,47105,10000000,50000
2020-01-03,product10839,6,78681,472086,297630,22114,36220,14580,370544,101542,70641,10000000,50000
2020-07-05,product10840,5,29942,149710,96556,2503,7920,6115,113094,36616,13164,10000000,50000
2020-08-17,product10841,5,66386,331930,216324,8624,25874,14660,265482,66448,52142,10000000,50000
2020-08-05,product10842,3,62543,187629,100649,3963,6222,4286,115120,72509,11700,10000000,50000
2020-02-12,product10843,1,76093,76093,40829,2346,3380,1913,48468,27625,8070,10000000,50000
2020-01-20,product10844,10,91985,919850,536163,31561,38896,24722,631342,288508,90649,10000000,50000
2020-01-21,product10845,6,9573,57438,39726,1052,3542,1361,45681,11757,8529,10000000,50000
2020-05-06,product10846,3,51774,155322,100952,5143,7604,5453,119152,36170,15718,10000000,50000
2020-09-19,product10847,9,80028,720252,463733,35125,28840,31052,558750,161502,91017,10000000,50000
2020-07-07,product10848,5,79998,399990,230068,18148,25303,19878,293397,106593,52014,10000000,50000
2020-08-23,product10849,2,38544,77088,47249,2588,3732,3352,56921,20167,6560,10000000,50000
2020-12-16,product10850,10,43485,434850,263299,18646,34545,9270,325760,109090,36256,10000000,50000
2020-09-02,product10851,6,83579,501474,318856,23081,32204,19311,393452,108022,53606,10000000,50000
2020-01-02,product10852,7,16805,117635,61113,4744,8252,5716,79825,37810,11456,10000000,50000
2020-01-30,product10853,1,78153,78153,45184,3570,5172,1758,55684,22469,7192,10000000,50000
2020-02-20,product10854,6,56448,338688,214146,10825,16275,10660,251906,86782,37412,10000000,50000
2020-09-10,product10855,2,94158,188316,106072,3018,13811,8036,130937,57379,13625,10000000,50000
2020-01-02,product10856,8,27210,217680,111918,6499,14014,7569,140000,77680,22808,10000000,50000
2020-04-07,product10857,7,88894,622258,395733,18807,25385,25840,465765,156493,87411,10000000,50000
2020-07-07,product10858,8,14880,119040,70394,4089,5923,2786,83192,35848,13249,10000000,50000
2020-08-24,product10859,3,28810,86430,46649,4209,4832,4165,59855,26575,11548,10000000,50000
2020-11-25,product10860,3,24515,73545,50200,1149,3500,2402,57251,16294,11028,10000000,50000
2020-09-20,product10861,2,20692,41384,28881,1636,2753,1637,34907,6477,4847,10000000,50000
2020-12-14,product10862,8,76307,610456,404882,25863,39044,24045,493834,116622,67711,10000000,50000
2020-07-21,product10863,7,67806,474642,254262,22674,17861,12239,307036,167606,37124,10000000,50000
2020-12-17,product10864,8,19944,159552,91591,7844,9232,6802,115469,44083,11814,10000000,50000
2020-04-02,product10865,5,18690,93450,63923,2451,5487,2309,74170,19280,13998,10000000,50000
2020-04-10,product10866,8,30871,246968,170286,11819,19187,11607,212899,34069,23753,10000000,50000
2020-03-07,product10867,9,76634,689706,416638,30234,50404,26017,523293,166413,79329,10000000,50000
2020-01-01,product10868,7,42735,299145,159688,7689,10108,9236,186721,112424,29518,10000000,50000
2020-11-14,product10869,6,55008,330048,185524,7057,17082,16042,225705,104343,37999,10000000,50000
2020-11-20,product10870,9,98850,889650,578545,17822,45942,26093,668402,221248,80472,10000000,50000
2020-09-20,product10871,7,41715,292005,154785,5130,14316,9708,183939,108066,36482,10000000,50000
2020-11-25,product10872,3,65285,195855,102644,6554,13832,5940,128970,66885,13910,10000000,50000
2020-10-27,product10873,4,17621,70484,44601,1902,5213,2313,54029,16455,6762,10000000,50000
2020-01-05,product10874,8,11232,89856,53562,4414,3778,2496,64250,25606,8027,10000000,50000
2020-03-25,product10875,7,22948,160636,91227,6950,8501,4034,110712,49924,20286,10000000,50000
2020-09-23,product10876,9,21756,195804,123707,8663,9686,8719,150775,45029,24977,10000000,50000
2020-12-17,product10877,7,56107,392749,214958,11631,12289,10628,249506,143243,32953,10000000,50000
2020-05-01,product10878,2,7416,14832,8629,465,896,394,10384,4448,2008,10000000,50000
2020-12-16,product10879,3,16720,50160,27645,1190,2668,2066,33569,16591,3970,10000000,50000
2020-07-11,product10880,8,35912,287296,164533,9953,15319,10995,200800,86496,23345,10000000,50000
2020-03-22,product10881,2,26453,52906,31971,2352,3468,2132,39923,12983,4859,10000000,50000
2020-01-23,product10882,3,65114,195342,132006,6152,10295,4484,152937,42405,19851,10000000,50000
2020-06-11,product10883,8,84080,672640,455521,11058,20397,23101,510077,162563,67380,10000000,50000
2020-11-15,product10884,2,93882,187764,104577,7007,14636,5628,131848,55916,20881,10000000,50000
2020-07-14,product10885,1,76933,76933,49959,2710,3900,2882,59451,17482,10866,10000000,50000
2020-09-13,product10886,9,57104,513936,326303,17424,33841,18758,396326,117610,42674,10000000,50000
2020-09-07,product10887,1,45990,45990,29069,2089,3007,1320,35485,10505,4427,10000000,50000
2020-04-05,product10888,8,14250,114000,67886,3980,4989,4901,81756,32244,11629,10000000,50000
2020-12-04,product10889,1,90024,90024,45709,3221,6550,2088,57568,32456,10986,10000000,50000
2020-10-04,product10890,3,77746,233238,154915,7848,10514,9296,182573,50665,32000,10000000,50000
2020-06-01,product10891,4,74716,298864,181471,13891,14949,6283,216594,82270,28656,10000000,50000
2020-06-12,product10892,9,70324,632916,442141,13528,40012,16478,512159,120757,88022,10000000,50000
2020-12-04,product10893,6,79589,477534,332176,21240,24818,21538,399772,77762,75726,10000000,50000
2020-02-24,product10894,10,86839,868390,514689,35548,46619,29645,626501,241889,102713,10000000,50000
2020-03-17,product10895,7,15011,105077,67342,2316,3816,4918,78392,26685,15281,10000000,50000
2020-04-28,product10896,4,92391,369564,206467,16109,28566,15038,266180,103384,44651,10000000,50000
2020-04-01,product10897,8,35785,286280,143825,11934,10174,11693,177626,108654,25379,10000000,50000
2020-02-21,product10898,8,82008,656064,375366,22235,43771,21904,463276,192788,90985,10000000,50000
2020-08-29,product10899,4,9208,36832,23104,595,1171,797,25667,11165,3740,10000000,50000
2020-06-25,product10900,10,76517,765170,395582,24994,60206,18026,498808,266362,50603,10000000,50000
2020-12-25,product10901,7,31562,220934,153714,6226,16076,10805,186821,34113,19430,10000000,50000
2020-11-17,product10902,8,57177,457416,314585,22563,28694,18406,384248,73168,72056,10000000,50000
2020-02-03,product10903,3,82986,248958,171175,8905,14856,6447,201383,47575,34712,10000000,50000
2020-08-01,product10904,6,81036,486216,309500,12524,34479,11885,368388,117828,55749,10000000,50000
2020-11-05,product10905,2,34612,69224,46448,2773,2209,2877,54307,14917,10060,10000000,50000
2020-05-24,product10906,10,81447,814470,481944,32490,46005,23804,584243,230227,85028,10000000,50000
2020-11-01,product10907,9,50527,454743,227905,16939,28601,18340,291785,162958,41722,10000000,50000
2020-02-19,product10908,7,35311,247177,128865,5788,10314,5838,150805,96372,20328,10000000,50000
2020-09-24,product10909,10,92070,920700,540036,37084,68568,39404,685092,235608,96245,10000000,50000
2020-06-04,product10910,8,76333,610664,419368,13111,42447,26795,501721,108943,93400,10000000,50000
2020-08-02,product10911,2,8208,16416,9032,482,729,709,10952,5464,1583,10000000,50000
2020-02-16,product10912,10,65804,658040,432766,32735,48360,27413,541274,116766,78639,10000000,50000
2020-11-20,product10913,7,92034,644238,353042,9954,22810,16513,402319,241919,57777,10000000,50000
2020-01-09,product10914,10,19601,196010,119046,4050,8249,6180,137525,58485,21282,10000000,50000
2020-09-20,product10915,2,83519,167038,97367,7491,13025,5493,123376,43662,12878,10000000,50000
2020-12-25,product10916,3,68674,206022,141634,7692,13054,6017,168397,37625,22731,10000000,50000
2020-09-26,product10917,8,37101,296808,166534,12661,23186,12885,215266,81542,24022,10000000,50000
2020-10-30,product10918,4,11830,47320,32543,879,2283,1982,37687,9633,7019,10000000,50000
2020-01-07,product10919,1,65374,65374,43417,2725,2235,3023,51400,13974,8099,10000000,50000
2020-11-11,product10920,6,73926,443556,256734,20994,34329,9788,321845,121711,52244,10000000,50000
2020-03-03,product10921,4,84660,338640,183950,12242,20581,6957,223730,114910,38166,10000000,50000
2020-11-18,product10922,6,79927,479562,284126,11664,24312,16087,336189,143373,36136,10000000,50000
2020-03-30,product10923,1,19082,19082,10792,942,727,405,12866,6216,1979,10000000,50000
2020-06-16,product10924,2,37248,74496,37750,1301,4436,1926,45413,29083,8862,10000000,50000
2020-02-25,product10925,6,76989,461934,240829,21497,18720,16744,297790,164144,41273,10000000,50000
2020-01-18,product10926,4,25523,102092,57998,4837,5733,2360,70928,31164,9734,10000000,50000
2020-07-03,product10927,7,63077,441539,285527,18999,21909,11887,338322,103217,36700,10000000,50000
2020-01-27,product10928,6,34564,207384,108740,7236,12066,7153,135195,72189,22256,10000000,50000
2020-12-24,product10929,2,87898,175796,110190,5409,11027,3763,130389,45407,21688,10000000,50000
2020-09-17,product10930,10,86821,868210,584249,17426,31273,22178,655126,213084,105003,10000000,50000
2020-01-13,product10931,2,52670,105340,59949,2165,5993,3346,71453,33887,13464,10000000,50000
2020-02-29,product10932,9,38711,348399,223416,15862,14233,15611,269122,79277,28821,10000000,50000
